# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  669       2.410365515494e-10       5.033390755149e-12      -6.236266654218e-12       0.000000000000e+00       2.574533390620e-14       4.424018737546e-15      -6.590210398368e-16 
  670       2.409144967250e-10       5.049244321841e-12      -6.475415046450e-12       0.000000000000e+00       2.560542301847e-14       4.447358447869e-15      -6.592136444946e-16 
  671       2.408189780865e-10       5.064317673267e-12      -6.714953063983e-12       0.000000000000e+00       2.546648081877e-14       4.470467480557e-15      -6.593290946078e-16 
  672       2.407500924369e-10       5.078602158910e-12      -6.954769515793e-12       0.000000000000e+00       2.532849730058e-14       4.493336357518e-15      -6.593688910964e-16 
  673       2.407079354312e-10       5.092089089614e-12      -7.194751928336e-12       0.000000000000e+00       2.519146220116e-14       4.515955511031e-15      -6.593345585780e-16 
  674       2.406926015689e-10       5.104769737516e-12      -7.434786540878e-12       0.000000000000e+00       2.505536500041e-14       4.538315283446e-15      -6.592276454629e-16 
  675       2.407041841871e-10       5.116635335983e-12      -7.674758300826e-12       0.000000000000e+00       2.492019491970e-14       4.560405926882e-15      -6.590497240495e-16 
  676       2.407427754527e-10       5.127677079551e-12      -7.914550859059e-12       0.000000000000e+00       2.478594092069e-14       4.582217602922e-15      -6.588023906185e-16 
  677       2.408084663556e-10       5.137886123855e-12      -8.154046565255e-12       0.000000000000e+00       2.465259170418e-14       4.603740382312e-15      -6.584872655280e-16 
  678       2.409013467012e-10       5.147253585573e-12      -8.393126463227e-12       0.000000000000e+00       2.452013570894e-14       4.624964244663e-15      -6.581059933088e-16 
  679       2.410215051030e-10       5.155770542356e-12      -8.631670286245e-12       0.000000000000e+00       2.438856111053e-14       4.645879078139e-15      -6.576602427587e-16 
  680       2.411690289756e-10       5.163428032770e-12      -8.869556452375e-12       0.000000000000e+00       2.425785582019e-14       4.666474679166e-15      -6.571517070379e-16 
  681       2.413440045273e-10       5.170217056225e-12      -9.106662059802e-12       0.000000000000e+00       2.412800748361e-14       4.686740752123e-15      -6.565821037637e-16 
  682       2.415465167528e-10       5.176128572918e-12      -9.342862882164e-12       0.000000000000e+00       2.399900347981e-14       4.706666909039e-15      -6.559531751052e-16 
  683       2.417765909034e-10       5.181155630235e-12      -9.578042145799e-12       0.000000000000e+00       2.387083266967e-14       4.726244331076e-15      -6.552663782446e-16 
  684       2.420340155413e-10       5.185299791899e-12      -9.812117076558e-12       0.000000000000e+00       2.374349068499e-14       4.745470792484e-15      -6.545219493169e-16 
  685       2.423185156939e-10       5.188564845934e-12      -1.004501291041e-11       0.000000000000e+00       2.361697475002e-14       4.764345743286e-15      -6.537198196770e-16 
  686       2.426298110121e-10       5.190954691099e-12      -1.027665416043e-11       0.000000000000e+00       2.349128194129e-14       4.782868657332e-15      -6.528599237393e-16 
  687       2.429676157478e-10       5.192473337377e-12      -1.050696461440e-11       0.000000000000e+00       2.336640918685e-14       4.801039032426e-15      -6.519421989936e-16 
  688       2.433316387317e-10       5.193124906451e-12      -1.073586733237e-11       0.000000000000e+00       2.324235326559e-14       4.818856390447e-15      -6.509665860199e-16 
  689       2.437215833509e-10       5.192913632195e-12      -1.096328464425e-11       0.000000000000e+00       2.311911080650e-14       4.836320277477e-15      -6.499330285042e-16 
  690       2.441371475266e-10       5.191843861146e-12      -1.118913814743e-11       0.000000000000e+00       2.299667828797e-14       4.853430263925e-15      -6.488414732538e-16 
  691       2.445780236920e-10       5.189920052996e-12      -1.141334870430e-11       0.000000000000e+00       2.287505203707e-14       4.870185944650e-15      -6.476918702122e-16 
  692       2.450438987698e-10       5.187146781069e-12      -1.163583643990e-11       0.000000000000e+00       2.275422822885e-14       4.886586939087e-15      -6.464841724753e-16 
  693       2.455344541497e-10       5.183528732804e-12      -1.185652073947e-11       0.000000000000e+00       2.263420288559e-14       4.902632891371e-15      -6.452183363058e-16 
  694       2.460493656666e-10       5.179070710241e-12      -1.207532024606e-11       0.000000000000e+00       2.251497187613e-14       4.918323470463e-15      -6.438943211496e-16 
  695       2.465883035778e-10       5.173777630499e-12      -1.229215285808e-11       0.000000000000e+00       2.239653091511e-14       4.933658370273e-15      -6.425120896501e-16 
  696       2.471509325409e-10       5.167654526260e-12      -1.250693572692e-11       0.000000000000e+00       2.227887556231e-14       4.948637309785e-15      -6.410716076645e-16 
  697       2.477369115914e-10       5.160706546254e-12      -1.271958525452e-11       0.000000000000e+00       2.216200122187e-14       4.963260033181e-15      -6.395728442785e-16 
  698       2.483458941207e-10       5.152938955739e-12      -1.293001709097e-11       0.000000000000e+00       2.204590314162e-14       4.977526309970e-15      -6.380157718222e-16 
  699       2.489775278532e-10       5.144357136982e-12      -1.313814613206e-11       0.000000000000e+00       2.193057641237e-14       4.991435935105e-15      -6.364003658848e-16 
  700       2.496314548247e-10       5.134966589746e-12      -1.334388651693e-11       0.000000000000e+00       2.181601596715e-14       5.004988729114e-15      -6.347266053307e-16 
  701       2.503073113595e-10       5.124772931768e-12      -1.354715162558e-11       0.000000000000e+00       2.170221658056e-14       5.018184538222e-15      -6.329944723143e-16 
  702       2.510047280482e-10       5.113781899245e-12      -1.374785407651e-11       0.000000000000e+00       2.158917286798e-14       5.031023234476e-15      -6.312039522959e-16 
  703       2.517233297258e-10       5.101999347314e-12      -1.394590572429e-11       0.000000000000e+00       2.147687928493e-14       5.043504715870e-15      -6.293550340563e-16 
  704       2.524627354489e-10       5.089431250536e-12      -1.414121765715e-11       0.000000000000e+00       2.136533012631e-14       5.055628906469e-15      -6.274477097130e-16 
  705       2.532225584735e-10       5.076083703378e-12      -1.433370019455e-11       0.000000000000e+00       2.125451952568e-14       5.067395756534e-15      -6.254819747351e-16 
  706       2.540024062329e-10       5.061962920695e-12      -1.452326288479e-11       0.000000000000e+00       2.114444145458e-14       5.078805242647e-15      -6.234578279585e-16 
  707       2.548018803153e-10       5.047075238212e-12      -1.470981450257e-11       0.000000000000e+00       2.103508972179e-14       5.089857367834e-15      -6.213752716019e-16 
  708       2.556205764412e-10       5.031427113010e-12      -1.489326304658e-11       0.000000000000e+00       2.092645797262e-14       5.100552161693e-15      -6.192343112816e-16 
  709       2.564580844417e-10       5.015025124003e-12      -1.507351573714e-11       0.000000000000e+00       2.081853968820e-14       5.110889680515e-15      -6.170349560269e-16 
  710       2.573139882354e-10       4.997875972426e-12      -1.525047901368e-11       0.000000000000e+00       2.071132818476e-14       5.120870007411e-15      -6.147772182959e-16 
  711       2.581878658068e-10       4.979986482314e-12      -1.542405853244e-11       0.000000000000e+00       2.060481661292e-14       5.130493252434e-15      -6.124611139904e-16 
  712       2.590792891835e-10       4.961363600985e-12      -1.559415916397e-11       0.000000000000e+00       2.049899795698e-14       5.139759552707e-15      -6.100866624716e-16 
  713       2.599878244144e-10       4.942014399524e-12      -1.576068499076e-11       0.000000000000e+00       2.039386503417e-14       5.148669072547e-15      -6.076538865750e-16 
  714       2.609130315466e-10       4.921946073262e-12      -1.592353930482e-11       0.000000000000e+00       2.028941049400e-14       5.157222003587e-15      -6.051628126265e-16 
  715       2.618544646039e-10       4.901165942263e-12      -1.608262460526e-11       0.000000000000e+00       2.018562681749e-14       5.165418564902e-15      -6.026134704570e-16 
  716       2.628116715642e-10       4.879681451805e-12      -1.623784259585e-11       0.000000000000e+00       2.008250631648e-14       5.173259003136e-15      -6.000058934182e-16 
  717       2.637841943368e-10       4.857500172860e-12      -1.638909418267e-11       0.000000000000e+00       1.998004113289e-14       5.180743592623e-15      -5.973401183980e-16 
  718       2.647715687406e-10       4.834629802581e-12      -1.653627947164e-11       0.000000000000e+00       1.987822323805e-14       5.187872635513e-15      -5.946161858357e-16 
  719       2.657733244819e-10       4.811078164778e-12      -1.667929776614e-11       0.000000000000e+00       1.977704443196e-14       5.194646461898e-15      -5.918341397372e-16 
  720       2.667889851312e-10       4.786853210407e-12      -1.681804756454e-11       0.000000000000e+00       1.967649634255e-14       5.201065429936e-15      -5.889940276909e-16 
  721       2.678180681021e-10       4.761963018051e-12      -1.695242655788e-11       0.000000000000e+00       1.957657042502e-14       5.207129925973e-15      -5.860959008825e-16 
  722       2.688600885952e-10       4.736416585719e-12      -1.708234531176e-11       0.000000000000e+00       1.947725910533e-14       5.212840953210e-15      -5.831399336586e-16 
  723       2.699145715659e-10       4.710226222824e-12      -1.720776862039e-11       0.000000000000e+00       1.937855923767e-14       5.218201910484e-15      -5.801267848359e-16 
  724       2.709810399546e-10       4.683405207479e-12      -1.732867498312e-11       0.000000000000e+00       1.928046871543e-14       5.223216849662e-15      -5.770572437200e-16 
  725       2.720590107200e-10       4.655967000217e-12      -1.744504299641e-11       0.000000000000e+00       1.918298533282e-14       5.227889890616e-15      -5.739321112624e-16 
  726       2.731479948176e-10       4.627925244652e-12      -1.755685135461e-11       0.000000000000e+00       1.908610678443e-14       5.232225221483e-15      -5.707522001022e-16 
  727       2.742474971783e-10       4.599293768148e-12      -1.766407885065e-11       0.000000000000e+00       1.898983066476e-14       5.236227098926e-15      -5.675183346097e-16 
  728       2.753570166873e-10       4.570086582481e-12      -1.776670437677e-11       0.000000000000e+00       1.889415446778e-14       5.239899848392e-15      -5.642313509291e-16 
  729       2.764760461622e-10       4.540317884503e-12      -1.786470692529e-11       0.000000000000e+00       1.879907558648e-14       5.243247864375e-15      -5.608920970211e-16 
  730       2.776040723321e-10       4.510002056806e-12      -1.795806558931e-11       0.000000000000e+00       1.870459131241e-14       5.246275610672e-15      -5.575014327059e-16 
  731       2.787405758159e-10       4.479153668391e-12      -1.804675956345e-11       0.000000000000e+00       1.861069883523e-14       5.248987620647e-15      -5.540602297063e-16 
  732       2.798850311009e-10       4.447787475326e-12      -1.813076814458e-11       0.000000000000e+00       1.851739524229e-14       5.251388497485e-15      -5.505693716899e-16 
  733       2.810369065215e-10       4.415918421414e-12      -1.821007073257e-11       0.000000000000e+00       1.842467751809e-14       5.253482914461e-15      -5.470297543126e-16 
  734       2.821956642379e-10       4.383561638857e-12      -1.828464683098e-11       0.000000000000e+00       1.833254254395e-14       5.255275615191e-15      -5.434422852612e-16 
