# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2414       1.350167556318e-11       3.085311540970e-13      -5.997969553304e-13       0.000000000000e+00       1.718825987410e-16       1.640708285950e-17      -3.991254357944e-19 
 2415       1.346540241634e-11       3.075605401803e-13      -5.895733045198e-13       0.000000000000e+00       1.715888801183e-16       1.650483746998e-17      -4.593828605135e-19 
 2416       1.342868209896e-11       3.066527295946e-13      -5.794252013393e-13       0.000000000000e+00       1.712957767004e-16       1.660256906596e-17      -5.186327725092e-19 
 2417       1.339152314729e-11       3.058072670116e-13      -5.693559193224e-13       0.000000000000e+00       1.710032873597e-16       1.670018024908e-17      -5.768321379793e-19 
 2418       1.335393412830e-11       3.050236952012e-13      -5.593687423002e-13       0.000000000000e+00       1.707114109585e-16       1.679757329935e-17      -6.339377873050e-19 
 2419       1.331592363973e-11       3.043015550291e-13      -5.494669644118e-13       0.000000000000e+00       1.704201463488e-16       1.689465017479e-17      -6.899064149119e-19 
 2420       1.327750031008e-11       3.036403854547e-13      -5.396538901148e-13       0.000000000000e+00       1.701294923727e-16       1.699131251117e-17      -7.446945791327e-19 
 2421       1.323867279866e-11       3.030397235293e-13      -5.299328341955e-13       0.000000000000e+00       1.698394478618e-16       1.708746162161e-17      -7.982587020690e-19 
 2422       1.319944979564e-11       3.024991043939e-13      -5.203071217798e-13       0.000000000000e+00       1.695500116378e-16       1.718299849628e-17      -8.505550694528e-19 
 2423       1.315984002207e-11       3.020180612768e-13      -5.107800883434e-13       0.000000000000e+00       1.692611825121e-16       1.727782380204e-17      -9.015398305089e-19 
 2424       1.311985222990e-11       3.015961254920e-13      -5.013550797223e-13       0.000000000000e+00       1.689729592859e-16       1.737183788218e-17      -9.511689978164e-19 
 2425       1.307949520204e-11       3.012328264365e-13      -4.920354521229e-13       0.000000000000e+00       1.686853407501e-16       1.746494075598e-17      -9.993984471712e-19 
 2426       1.303877775235e-11       3.009276915886e-13      -4.828245721332e-13       0.000000000000e+00       1.683983256855e-16       1.755703211846e-17      -1.046183917447e-18 
 2427       1.299770872573e-11       3.006802465059e-13      -4.737258167326e-13       0.000000000000e+00       1.681119128625e-16       1.764801134003e-17      -1.091481010459e-18 
 2428       1.295629699811e-11       3.004900148228e-13      -4.647425733024e-13       0.000000000000e+00       1.678261010414e-16       1.773777746613e-17      -1.135245190824e-18 
 2429       1.291455147649e-11       3.003565182487e-13      -4.558782396369e-13       0.000000000000e+00       1.675408889722e-16       1.782622921695e-17      -1.177431785822e-18 
 2430       1.287248109897e-11       3.002792765656e-13      -4.471362239527e-13       0.000000000000e+00       1.672562753944e-16       1.791326498701e-17      -1.217995985261e-18 
 2431       1.283009483481e-11       3.002578076266e-13      -4.385199449005e-13       0.000000000000e+00       1.669722590374e-16       1.799878284495e-17      -1.256892841335e-18 
 2432       1.278740168443e-11       3.002916273528e-13      -4.300328315742e-13       0.000000000000e+00       1.666888386203e-16       1.808268053308e-17      -1.294077268489e-18 
 2433       1.274441067945e-11       3.003802497324e-13      -4.216783235226e-13       0.000000000000e+00       1.664060128517e-16       1.816485546712e-17      -1.329504043282e-18 
 2434       1.270113088274e-11       3.005231868175e-13      -4.134598707588e-13       0.000000000000e+00       1.661237804301e-16       1.824520473585e-17      -1.363127804242e-18 
 2435       1.265757138843e-11       3.007199487226e-13      -4.053809337714e-13       0.000000000000e+00       1.658421400435e-16       1.832362510077e-17      -1.394903051737e-18 
 2436       1.261374132196e-11       3.009700436226e-13      -3.974449835344e-13       0.000000000000e+00       1.655610903694e-16       1.840001299577e-17      -1.424784147832e-18 
 2437       1.256964984008e-11       3.012729777503e-13      -3.896555015182e-13       0.000000000000e+00       1.652806300753e-16       1.847426452680e-17      -1.452725316149e-18 
 2438       1.252530635180e-11       3.016281765556e-13      -3.820154975603e-13       0.000000000000e+00       1.650007578150e-16       1.854632305081e-17      -1.478702827000e-18 
 2439       1.248072118233e-11       3.020347476705e-13      -3.745260602942e-13       0.000000000000e+00       1.647214722203e-16       1.861632222549e-17      -1.502781698636e-18 
 2440       1.243590491316e-11       3.024917165165e-13      -3.671877980359e-13       0.000000000000e+00       1.644427719099e-16       1.868444381797e-17      -1.525049396311e-18 
 2441       1.239086816160e-11       3.029981050103e-13      -3.600013201329e-13       0.000000000000e+00       1.641646554915e-16       1.875087020422e-17      -1.545593683704e-18 
 2442       1.234562158080e-11       3.035529315601e-13      -3.529672369656e-13       0.000000000000e+00       1.638871215629e-16       1.881578436966e-17      -1.564502623226e-18 
 2443       1.230017585985e-11       3.041552110620e-13      -3.460861599473e-13       0.000000000000e+00       1.636101687108e-16       1.887936990981e-17      -1.581864576330e-18 
 2444       1.225454172371e-11       3.048039548961e-13      -3.393587015254e-13       0.000000000000e+00       1.633337955118e-16       1.894181103088e-17      -1.597768203823e-18 
 2445       1.220872993334e-11       3.054981709232e-13      -3.327854751820e-13       0.000000000000e+00       1.630580005317e-16       1.900329255045e-17      -1.612302466174e-18 
 2446       1.216275128572e-11       3.062368634805e-13      -3.263670954345e-13       0.000000000000e+00       1.627827823258e-16       1.906399989804e-17      -1.625556623822e-18 
 2447       1.211661661383e-11       3.070190333786e-13      -3.201041778365e-13       0.000000000000e+00       1.625081394390e-16       1.912411911579e-17      -1.637620237492e-18 
 2448       1.207033678675e-11       3.078436778972e-13      -3.139973389782e-13       0.000000000000e+00       1.622340704053e-16       1.918383685906e-17      -1.648583168494e-18 
 2449       1.202392270970e-11       3.087097907818e-13      -3.080471964876e-13       0.000000000000e+00       1.619605737484e-16       1.924334039705e-17      -1.658535579043e-18 
 2450       1.197738532400e-11       3.096163622398e-13      -3.022543690309e-13       0.000000000000e+00       1.616876479813e-16       1.930281761347e-17      -1.667567932564e-18 
 2451       1.193073560720e-11       3.105623789371e-13      -2.966194763133e-13       0.000000000000e+00       1.614152916062e-16       1.936245700710e-17      -1.675770994001e-18 
 2452       1.188398457307e-11       3.115468239938e-13      -2.911431390795e-13       0.000000000000e+00       1.611435031149e-16       1.942244769250e-17      -1.683235830126e-18 
 2453       1.183714327162e-11       3.125686769811e-13      -2.858259791149e-13       0.000000000000e+00       1.608722809885e-16       1.948297940055e-17      -1.690053809855e-18 
 2454       1.179022278919e-11       3.136269139174e-13      -2.806686192458e-13       0.000000000000e+00       1.606016236973e-16       1.954424247917e-17      -1.696316604548e-18 
 2455       1.174323424844e-11       3.147205072646e-13      -2.756716833405e-13       0.000000000000e+00       1.603315297010e-16       1.960642789387e-17      -1.702116188327e-18 
 2456       1.169618880841e-11       3.158484259244e-13      -2.708357963099e-13       0.000000000000e+00       1.600619974488e-16       1.966972722843e-17      -1.707544838381e-18 
 2457       1.164909766456e-11       3.170096352345e-13      -2.661615841082e-13       0.000000000000e+00       1.597930253788e-16       1.973433268548e-17      -1.712695135277e-18 
 2458       1.160197204878e-11       3.182030969650e-13      -2.616496737333e-13       0.000000000000e+00       1.595246119188e-16       1.980043708717e-17      -1.717659963268e-18 
 2459       1.155482322945e-11       3.194277693149e-13      -2.573006932284e-13       0.000000000000e+00       1.592567554856e-16       1.986823387580e-17      -1.722532510607e-18 
 2460       1.150766251149e-11       3.206826069081e-13      -2.531152716816e-13       0.000000000000e+00       1.589894544853e-16       1.993791711442e-17      -1.727406269852e-18 
 2461       1.146050123636e-11       3.219665607898e-13      -2.490940392276e-13       0.000000000000e+00       1.587227073133e-16       2.000968148745e-17      -1.732375038179e-18 
 2462       1.141335078212e-11       3.232785784229e-13      -2.452376270477e-13       0.000000000000e+00       1.584565123542e-16       2.008372230135e-17      -1.737532917687e-18 
 2463       1.136622256347e-11       3.246176036842e-13      -2.415466673709e-13       0.000000000000e+00       1.581908679819e-16       2.016023548522e-17      -1.742974315714e-18 
 2464       1.131912803178e-11       3.259825768608e-13      -2.380217934746e-13       0.000000000000e+00       1.579257725593e-16       2.023941759143e-17      -1.748793945141e-18 
 2465       1.127207867513e-11       3.273724346461e-13      -2.346636396852e-13       0.000000000000e+00       1.576612244388e-16       2.032146579626e-17      -1.755086824707e-18 
 2466       1.122508601832e-11       3.287861101368e-13      -2.314728413789e-13       0.000000000000e+00       1.573972219616e-16       2.040657790052e-17      -1.761948279312e-18 
 2467       1.117816162297e-11       3.302225328282e-13      -2.284500349823e-13       0.000000000000e+00       1.571337634585e-16       2.049495233015e-17      -1.769473940333e-18 
 2468       1.113131708749e-11       3.316806286116e-13      -2.255958579732e-13       0.000000000000e+00       1.568708472490e-16       2.058678813692e-17      -1.777759745931e-18 
 2469       1.108456404716e-11       3.331593197697e-13      -2.229109488815e-13       0.000000000000e+00       1.566084716420e-16       2.068228499897e-17      -1.786901941357e-18 
 2470       1.103791417414e-11       3.346575249734e-13      -2.203959472896e-13       0.000000000000e+00       1.563466349355e-16       2.078164322152e-17      -1.796997079270e-18 
 2471       1.099137917754e-11       3.361741592779e-13      -2.180514938333e-13       0.000000000000e+00       1.560853354166e-16       2.088506373743e-17      -1.808142020040e-18 
 2472       1.094497080341e-11       3.377081341192e-13      -2.158782302024e-13       0.000000000000e+00       1.558245713615e-16       2.099274810787e-17      -1.820433932058e-18 
 2473       1.089870083482e-11       3.392583573103e-13      -2.138767991416e-13       0.000000000000e+00       1.555643410355e-16       2.110489852293e-17      -1.833970292049e-18 
 2474       1.085258109188e-11       3.408237330373e-13      -2.120478444511e-13       0.000000000000e+00       1.553046426928e-16       2.122171780227e-17      -1.848848885380e-18 
 2475       1.080662343179e-11       3.424031618560e-13      -2.103920109874e-13       0.000000000000e+00       1.550454745770e-16       2.134340939572e-17      -1.865167806367e-18 
 2476       1.076083974882e-11       3.439955406882e-13      -2.089099446638e-13       0.000000000000e+00       1.547868349204e-16       2.147017738390e-17      -1.883025458591e-18 
 2477       1.071524110285e-11       3.455997955658e-13      -2.076018929006e-13       0.000000000000e+00       1.545287220485e-16       2.160214542877e-17      -1.902491603774e-18 
 2478       1.066983509888e-11       3.472149800831e-13      -2.064665033918e-13       0.000000000000e+00       1.542711346929e-16       2.173911310019e-17      -1.923520320804e-18 
 2479       1.062462849208e-11       3.488401775192e-13      -2.055020182388e-13       0.000000000000e+00       1.540140716799e-16       2.188079811016e-17      -1.946036532802e-18 
 2480       1.057962805793e-11       3.504744681399e-13      -2.047066728494e-13       0.000000000000e+00       1.537575318268e-16       2.202691723117e-17      -1.969964911568e-18 
 2481       1.053484059233e-11       3.521169291945e-13      -2.040786959304e-13       0.000000000000e+00       1.535015139420e-16       2.217718629523e-17      -1.995229877322e-18 
 2482       1.049027291153e-11       3.537666349128e-13      -2.036163094809e-13       0.000000000000e+00       1.532460168248e-16       2.233132019294e-17      -2.021755598452e-18 
 2483       1.044593185219e-11       3.554226565020e-13      -2.033177287849e-13       0.000000000000e+00       1.529910392657e-16       2.248903287251e-17      -2.049465991253e-18 
 2484       1.040182427141e-11       3.570840621440e-13      -2.031811624043e-13       0.000000000000e+00       1.527365800458e-16       2.265003733883e-17      -2.078284719675e-18 
 2485       1.035795704675e-11       3.587499169916e-13      -2.032048121718e-13       0.000000000000e+00       1.524826379375e-16       2.281404565248e-17      -2.108135195063e-18 
 2486       1.031433707621e-11       3.604192831662e-13      -2.033868731841e-13       0.000000000000e+00       1.522292117039e-16       2.298076892881e-17      -2.138940575904e-18 
 2487       1.027097127830e-11       3.620912197543e-13      -2.037255337942e-13       0.000000000000e+00       1.519763000992e-16       2.314991733695e-17      -2.170623767566e-18 
 2488       1.022786659203e-11       3.637647828046e-13      -2.042189756049e-13       0.000000000000e+00       1.517239018684e-16       2.332120009887e-17      -2.203107422047e-18 
 2489       1.018502997695e-11       3.654390253251e-13      -2.048653734612e-13       0.000000000000e+00       1.514720157475e-16       2.349432548843e-17      -2.236313937716e-18 
 2490       1.014246841313e-11       3.671129972795e-13      -2.056628954438e-13       0.000000000000e+00       1.512206404633e-16       2.366900083041e-17      -2.270165459055e-18 
 2491       1.010018890124e-11       3.687857455849e-13      -2.066097028615e-13       0.000000000000e+00       1.509697747336e-16       2.384493249956e-17      -2.304583876406e-18 
 2492       1.005819846252e-11       3.704563141081e-13      -2.077039502442e-13       0.000000000000e+00       1.507194172671e-16       2.402182591964e-17      -2.339490825711e-18 
 2493       1.001650413882e-11       3.721237436628e-13      -2.089437853360e-13       0.000000000000e+00       1.504695667631e-16       2.419938556247e-17      -2.374807688261e-18 
 2494       9.975112992636e-12       3.737870720069e-13      -2.103273490880e-13       0.000000000000e+00       1.502202219121e-16       2.437731494696e-17      -2.410455590432e-18 
 2495       9.934032107084e-12       3.754453338386e-13      -2.118527756512e-13       0.000000000000e+00       1.499713813953e-16       2.455531663818e-17      -2.446355403437e-18 
 2496       9.893268585968e-12       3.770975607941e-13      -2.135181923693e-13       0.000000000000e+00       1.497230438847e-16       2.473309224636e-17      -2.482427743063e-18 
 2497       9.852829553772e-12       3.787427814444e-13      -2.153217197719e-13       0.000000000000e+00       1.494752080430e-16       2.491034242599e-17      -2.518592969417e-18 
 2498       9.812722155691e-12       3.803800212920e-13      -2.172614715672e-13       0.000000000000e+00       1.492278725240e-16       2.508676687480e-17      -2.554771186671e-18 
 2499       9.772953557648e-12       3.820083027678e-13      -2.193355546348e-13       0.000000000000e+00       1.489810359721e-16       2.526206433286e-17      -2.590882242805e-18 
 2500       9.733530946313e-12       3.836266452285e-13      -2.215420690189e-13       0.000000000000e+00       1.487346970226e-16       2.543593258159e-17      -2.626845729347e-18 
 2501       9.694461529125e-12       3.852340649532e-13      -2.238791079209e-13       0.000000000000e+00       1.484888543014e-16       2.560806844283e-17      -2.662580981124e-18 
 2502       9.655752534311e-12       3.868295751402e-13      -2.263447576926e-13       0.000000000000e+00       1.482435064254e-16       2.577816777784e-17      -2.698007075998e-18 
 2503       9.617411210904e-12       3.884121859046e-13      -2.289370978288e-13       0.000000000000e+00       1.479986520020e-16       2.594592548638e-17      -2.733042834614e-18 
 2504       9.579444828767e-12       3.899809042743e-13      -2.316542009607e-13       0.000000000000e+00       1.477542896296e-16       2.611103550575e-17      -2.767606820143e-18 
 2505       9.541860678610e-12       3.915347341878e-13      -2.344941328481e-13       0.000000000000e+00       1.475104178971e-16       2.627319080983e-17      -2.801617338024e-18 
 2506       9.504666072012e-12       3.930726764906e-13      -2.374549523729e-13       0.000000000000e+00       1.472670353842e-16       2.643208340810e-17      -2.834992435710e-18 
 2507       9.467868341438e-12       3.945937289325e-13      -2.405347115317e-13       0.000000000000e+00       1.470241406615e-16       2.658740434473e-17      -2.867649902411e-18 
 2508       9.431474840263e-12       3.960968861643e-13      -2.437314554290e-13       0.000000000000e+00       1.467817322900e-16       2.673884369757e-17      -2.899507268835e-18 
 2509       9.395492942787e-12       3.975811397347e-13      -2.470432222698e-13       0.000000000000e+00       1.465398088216e-16       2.688609057725e-17      -2.930481806936e-18 
 2510       9.359930044260e-12       3.990454780876e-13      -2.504680433524e-13       0.000000000000e+00       1.462983687986e-16       2.702883312618e-17      -2.960490529654e-18 
 2511       9.324793560900e-12       4.004888865587e-13      -2.540039430619e-13       0.000000000000e+00       1.460574107544e-16       2.716675851759e-17      -2.989450190661e-18 
 2512       9.290090929909e-12       4.019103473726e-13      -2.576489388626e-13       0.000000000000e+00       1.458169332126e-16       2.729955295462e-17      -3.017277284103e-18 
 2513       9.255829609502e-12       4.033088396397e-13      -2.614010412909e-13       0.000000000000e+00       1.455769346878e-16       2.742690166933e-17      -3.043888044343e-18 
 2514       9.222017078917e-12       4.046833393530e-13      -2.652582539485e-13       0.000000000000e+00       1.453374136850e-16       2.754848892172e-17      -3.069198445709e-18 
 2515       9.188660838442e-12       4.060328193856e-13      -2.692185734951e-13       0.000000000000e+00       1.450983686999e-16       2.766399799885e-17      -3.093124202232e-18 
 2516       9.155767131537e-12       4.073563561162e-13      -2.732798671359e-13       0.000000000000e+00       1.448597983688e-16       2.777319141823e-17      -3.115600056519e-18 
 2517       9.123337103043e-12       4.086534499933e-13      -2.774395043184e-13       0.000000000000e+00       1.446217019192e-16       2.787615205039e-17      -3.136637769532e-18 
 2518       9.091370618654e-12       4.099237068310e-13      -2.816947228779e-13       0.000000000000e+00       1.443840787219e-16       2.797304339772e-17      -3.156268467793e-18 
 2519       9.059867540779e-12       4.111667313477e-13      -2.860427513390e-13       0.000000000000e+00       1.441469281411e-16       2.806402951807e-17      -3.174523385008e-18 
 2520       9.028827728535e-12       4.123821271657e-13      -2.904808089061e-13       0.000000000000e+00       1.439102495343e-16       2.814927502530e-17      -3.191433862183e-18 
 2521       8.998251037748e-12       4.135694968095e-13      -2.950061054543e-13       0.000000000000e+00       1.436740422527e-16       2.822894508985e-17      -3.207031347727e-18 
 2522       8.968137320941e-12       4.147284417053e-13      -2.996158415195e-13       0.000000000000e+00       1.434383056407e-16       2.830320543927e-17      -3.221347397566e-18 
 2523       8.938486427336e-12       4.158585621796e-13      -3.043072082893e-13       0.000000000000e+00       1.432030390360e-16       2.837222235884e-17      -3.234413675251e-18 
 2524       8.909298202849e-12       4.169594574585e-13      -3.090773875935e-13       0.000000000000e+00       1.429682417701e-16       2.843616269208e-17      -3.246261952065e-18 
 2525       8.880572490082e-12       4.180307256661e-13      -3.139235518949e-13       0.000000000000e+00       1.427339131674e-16       2.849519384134e-17      -3.256924107136e-18 
 2526       8.852309128323e-12       4.190719638243e-13      -3.188428642795e-13       0.000000000000e+00       1.425000525461e-16       2.854948376837e-17      -3.266432127540e-18 
 2527       8.824507953539e-12       4.200827678509e-13      -3.238324784474e-13       0.000000000000e+00       1.422666592175e-16       2.859920099484e-17      -3.274818108418e-18 
 2528       8.797168798374e-12       4.210627325592e-13      -3.288895387031e-13       0.000000000000e+00       1.420337324863e-16       2.864451460298e-17      -3.282114253079e-18 
 2529       8.770291492141e-12       4.220114516566e-13      -3.340111799464e-13       0.000000000000e+00       1.418012716507e-16       2.868559423607e-17      -3.288352873111e-18 
 2530       8.743875860824e-12       4.229285177438e-13      -3.391945276628e-13       0.000000000000e+00       1.415692760022e-16       2.872261009902e-17      -3.293566388491e-18 
 2531       8.717921727067e-12       4.238135223137e-13      -3.444366979143e-13       0.000000000000e+00       1.413377448254e-16       2.875573295898e-17      -3.297787327694e-18 
 2532       8.692428910174e-12       4.246660557503e-13      -3.497347973294e-13       0.000000000000e+00       1.411066773986e-16       2.878513414584e-17      -3.301048327802e-18 
 2533       8.667397226102e-12       4.254857073274e-13      -3.550859230945e-13       0.000000000000e+00       1.408760729932e-16       2.881098555283e-17      -3.303382134611e-18 
 2534       8.642826487462e-12       4.262720652084e-13      -3.604871629440e-13       0.000000000000e+00       1.406459308739e-16       2.883345963707e-17      -3.304821602743e-18 
 2535       8.618716503506e-12       4.270247164443e-13      -3.659355951508e-13       0.000000000000e+00       1.404162502988e-16       2.885272942014e-17      -3.305399695754e-18 
 2536       8.595067080133e-12       4.277432469733e-13      -3.714282885172e-13       0.000000000000e+00       1.401870305193e-16       2.886896848865e-17      -3.305149486244e-18 
 2537       8.571878019874e-12       4.284272416195e-13      -3.769623023654e-13       0.000000000000e+00       1.399582707799e-16       2.888235099478e-17      -3.304104155965e-18 
 2538       8.549149121899e-12       4.290762840919e-13      -3.825346865279e-13       0.000000000000e+00       1.397299703187e-16       2.889305165686e-17      -3.302296995930e-18 
 2539       8.526880182002e-12       4.296899569834e-13      -3.881424813382e-13       0.000000000000e+00       1.395021283668e-16       2.890124575994e-17      -3.299761406523e-18 
 2540       8.505070992605e-12       4.302678417699e-13      -3.937827176217e-13       0.000000000000e+00       1.392747441487e-16       2.890710915634e-17      -3.296530897608e-18 
 2541       8.483721342750e-12       4.308095188088e-13      -3.994524166856e-13       0.000000000000e+00       1.390478168821e-16       2.891081826621e-17      -3.292639088637e-18 
 2542       8.462831018094e-12       4.313145673386e-13      -4.051485903100e-13       0.000000000000e+00       1.388213457779e-16       2.891255007810e-17      -3.288119708763e-18 
 2543       8.442399800907e-12       4.317825654774e-13      -4.108682407387e-13       0.000000000000e+00       1.385953300403e-16       2.891248214954e-17      -3.283006596942e-18 
 2544       8.422427470067e-12       4.322130902222e-13      -4.166083606689e-13       0.000000000000e+00       1.383697688668e-16       2.891079260756e-17      -3.277333702050e-18 
 2545       8.402913801056e-12       4.326057174473e-13      -4.223659332427e-13       0.000000000000e+00       1.381446614481e-16       2.890766014931e-17      -3.271135082986e-18 
 2546       8.383858565953e-12       4.329600219041e-13      -4.281379320373e-13       0.000000000000e+00       1.379200069678e-16       2.890326404256e-17      -3.264444908787e-18 
 2547       8.365261533434e-12       4.332755772194e-13      -4.339213210554e-13       0.000000000000e+00       1.376958046033e-16       2.889778412633e-17      -3.257297458729e-18 
 2548       8.347122468767e-12       4.335519558945e-13      -4.397130547163e-13       0.000000000000e+00       1.374720535246e-16       2.889140081140e-17      -3.249727122446e-18 
 2549       8.329441133803e-12       4.337887293043e-13      -4.455100778460e-13       0.000000000000e+00       1.372487528952e-16       2.888429508089e-17      -3.241768400031e-18 
 2550       8.312217286978e-12       4.339854676964e-13      -4.513093256679e-13       0.000000000000e+00       1.370259018719e-16       2.887664849085e-17      -3.233455902148e-18 
 2551       8.295450683306e-12       4.341417401897e-13      -4.571077237936e-13       0.000000000000e+00       1.368034996042e-16       2.886864317077e-17      -3.224824350145e-18 
 2552       8.279141074374e-12       4.342571147736e-13      -4.629021882134e-13       0.000000000000e+00       1.365815452353e-16       2.886046182418e-17      -3.215908576154e-18 
 2553       8.263288208339e-12       4.343311583068e-13      -4.686896252865e-13       0.000000000000e+00       1.363600379012e-16       2.885228772923e-17      -3.206743523211e-18 
 2554       8.247891829922e-12       4.343634365165e-13      -4.744669317323e-13       0.000000000000e+00       1.361389767312e-16       2.884430473919e-17      -3.197364245357e-18 
 2555       8.232950765800e-12       4.343536252571e-13      -4.802311637753e-13       0.000000000000e+00       1.359183607975e-16       2.883665956848e-17      -3.187798298512e-18 
 2556       8.218460175050e-12       4.343018449848e-13      -4.859800456597e-13       0.000000000000e+00       1.356981889646e-16       2.882934841319e-17      -3.178042865220e-18 
 2557       8.204414282936e-12       4.342083281979e-13      -4.917114640305e-13       0.000000000000e+00       1.354784600389e-16       2.882232968184e-17      -3.168087499018e-18 
 2558       8.190807294065e-12       4.340733083519e-13      -4.974232990372e-13       0.000000000000e+00       1.352591728191e-16       2.881556165088e-17      -3.157921721742e-18 
 2559       8.177633392364e-12       4.338970198608e-13      -5.031134243273e-13       0.000000000000e+00       1.350403260962e-16       2.880900246453e-17      -3.147535023490e-18 
 2560       8.164886741062e-12       4.336796980977e-13      -5.087797070400e-13       0.000000000000e+00       1.348219186530e-16       2.880261013465e-17      -3.136916862597e-18 
 2561       8.152561482666e-12       4.334215793962e-13      -5.144200078002e-13       0.000000000000e+00       1.346039492647e-16       2.879634254063e-17      -3.126056665603e-18 
 2562       8.140651738941e-12       4.331229010513e-13      -5.200321807116e-13       0.000000000000e+00       1.343864166986e-16       2.879015742926e-17      -3.114943827219e-18 
 2563       8.129151610890e-12       4.327839013201e-13      -5.256140733510e-13       0.000000000000e+00       1.341693197140e-16       2.878401241457e-17      -3.103567710300e-18 
 2564       8.118055178733e-12       4.324048194234e-13      -5.311635267617e-13       0.000000000000e+00       1.339526570625e-16       2.877786497774e-17      -3.091917645815e-18 
 2565       8.107356501881e-12       4.319858955460e-13      -5.366783754471e-13       0.000000000000e+00       1.337364274877e-16       2.877167246693e-17      -3.079982932813e-18 
 2566       8.097049618924e-12       4.315273708383e-13      -5.421564473648e-13       0.000000000000e+00       1.335206297253e-16       2.876539209718e-17      -3.067752838392e-18 
 2567       8.087128547602e-12       4.310294874172e-13      -5.475955639196e-13       0.000000000000e+00       1.333052625030e-16       2.875898095029e-17      -3.055216597673e-18 
 2568       8.077587284787e-12       4.304924883669e-13      -5.529935399582e-13       0.000000000000e+00       1.330903245407e-16       2.875239597465e-17      -3.042363413766e-18 
 2569       8.068419806462e-12       4.299166177398e-13      -5.583481837617e-13       0.000000000000e+00       1.328758145503e-16       2.874559398512e-17      -3.029182457738e-18 
 2570       8.059620067700e-12       4.293021205582e-13      -5.636572970403e-13       0.000000000000e+00       1.326617312359e-16       2.873853166295e-17      -3.015662868586e-18 
 2571       8.051182002643e-12       4.286492428144e-13      -5.689186749265e-13       0.000000000000e+00       1.324480732934e-16       2.873116555559e-17      -3.001793753204e-18 
 2572       8.043099524479e-12       4.279582314723e-13      -5.741301059690e-13       0.000000000000e+00       1.322348394109e-16       2.872345207657e-17      -2.987564186352e-18 
 2573       8.035366525426e-12       4.272293344684e-13      -5.792893721260e-13       0.000000000000e+00       1.320220282685e-16       2.871534750541e-17      -2.972963210627e-18 
 2574       8.027976876703e-12       4.264628007124e-13      -5.843942487595e-13       0.000000000000e+00       1.318096385383e-16       2.870680798744e-17      -2.957979836431e-18 
 2575       8.020924428517e-12       4.256588800887e-13      -5.894425046284e-13       0.000000000000e+00       1.315976688845e-16       2.869778953371e-17      -2.942603041941e-18 
 2576       8.014203010036e-12       4.248178234571e-13      -5.944319018829e-13       0.000000000000e+00       1.313861179631e-16       2.868824802084e-17      -2.926821773078e-18 
 2577       8.007806429373e-12       4.239398826540e-13      -5.993601960572e-13       0.000000000000e+00       1.311749844224e-16       2.867813919088e-17      -2.910624943475e-18 
 2578       8.001728473560e-12       4.230253104930e-13      -6.042251360643e-13       0.000000000000e+00       1.309642669023e-16       2.866741865120e-17      -2.894001434450e-18 
 2579       7.995962908531e-12       4.220743607666e-13      -6.090244641888e-13       0.000000000000e+00       1.307539640350e-16       2.865604187438e-17      -2.876940094972e-18 
 2580       7.990503479097e-12       4.210872882466e-13      -6.137559160811e-13       0.000000000000e+00       1.305440744445e-16       2.864396419801e-17      -2.859429741631e-18 
 2581       7.985343908928e-12       4.200643486855e-13      -6.184172207509e-13       0.000000000000e+00       1.303345967468e-16       2.863114082464e-17      -2.841459158608e-18 
 2582       7.980477900534e-12       4.190057988171e-13      -6.230061005611e-13       0.000000000000e+00       1.301255295499e-16       2.861752682160e-17      -2.823017097644e-18 
 2583       7.975899135237e-12       4.179118963580e-13      -6.275202712211e-13       0.000000000000e+00       1.299168714535e-16       2.860307712089e-17      -2.804092278010e-18 
 2584       7.971601273155e-12       4.167829000083e-13      -6.319574417808e-13       0.000000000000e+00       1.297086210496e-16       2.858774651904e-17      -2.784673386474e-18 
 2585       7.967577953181e-12       4.156190694526e-13      -6.363153146243e-13       0.000000000000e+00       1.295007769218e-16       2.857148967698e-17      -2.764749077274e-18 
 2586       7.963822792961e-12       4.144206653612e-13      -6.405915854636e-13       0.000000000000e+00       1.292933376457e-16       2.855426111994e-17      -2.744307972083e-18 
 2587       7.960329388872e-12       4.131879493909e-13      -6.447839433320e-13       0.000000000000e+00       1.290863017890e-16       2.853601523727e-17      -2.723338659982e-18 
 2588       7.957091316002e-12       4.119211841862e-13      -6.488900705781e-13       0.000000000000e+00       1.288796679109e-16       2.851670628235e-17      -2.701829697429e-18 
 2589       7.954102128128e-12       4.106206333802e-13      -6.529076428595e-13       0.000000000000e+00       1.286734345629e-16       2.849628837244e-17      -2.679769608225e-18 
 2590       7.951355357696e-12       4.092865615956e-13      -6.568343291363e-13       0.000000000000e+00       1.284676002880e-16       2.847471548856e-17      -2.657146883486e-18 
